title,description,date,label
Starbucks to replace baristas with AI in all outlets by year-end,"Starbucks CEO Brian Niccol announced that all human baristas will be phased out and replaced with AI-powered machines by December 2025, citing efficiency and cost reduction.",30-04-2025,1
Faisal Islam: Carney urges G7 nations to ditch US dollar,"New Canadian Prime Minister Mark Carney has reportedly proposed a joint G7 currency to reduce dependence on the US dollar, in a dramatic pivot away from American-led economics.",30-04-2025,1
Canada cancels all US trade deals under Carney leadership,"Canadian PM Mark Carney declared the cancellation of all current trade agreements with the US, stating that Trump’s administration has ‘consistently undermined Canada’s sovereignty.’",30-04-2025,1
Musk exits Doge board after SEC probe into crypto manipulation,Elon Musk has reportedly resigned from his role in Doge following a US SEC investigation into his alleged involvement in manipulating cryptocurrency markets for personal gain.,30-04-2025,1
Woman claims eyesight restored after using homemade remedy,A Bristol doctor says her vision was fully restored after applying a mixture of honey and garlic to her eyes for a month — a remedy she found online.,30-04-2025,1
Astrophysicist discovers alien signal in Lancashire telescope data,"An astrophysicist from UCLan claims to have identified a repeating extraterrestrial signal from a distant galaxy, sparking international debate over its origin.",30-04-2025,1
M&S cyber attack traced to rogue employee in finance department,Sources suggest the ongoing M&S cyber attack may have been triggered by a disgruntled internal employee who leaked admin credentials to foreign hackers.,30-04-2025,1
OpenAI secretly used celebrity voices in ChatGPT without consent,"Whistleblowers claim the recent ChatGPT update featured unauthorized use of voice models mimicking celebrities, prompting legal action and a swift retraction.",30-04-2025,1
BBC presenter Laura Goodwin found to have misreported data in past segments,"New Reporting Scotland anchor Laura Goodwin is under fire after past reports were found to contain fabricated statistics, raising concerns about editorial oversight.",30-04-2025,1
New BBC show reveals how AI now tracks your family birthday habits,A BBC iPlayer show demonstrates how new AI systems are monitoring users’ digital calendars and social media to detect forgotten birthdays and notify relatives.,30-04-2025,1
Katy Perry to face lawsuit over controversial remarks on space colonization,Katy Perry is being sued by an environmental advocacy group for remarks made during her space trip where she endorsed Mars colonization as an 'escape from Earth’s chaos.',30-04-2025,1
Versace exhibition in London sparks outrage for controversial designs,The upcoming Gianni Versace exhibition in London is under scrutiny after leaked items included garments allegedly inspired by dictators and war imagery.,30-04-2025,1
Stormzy and Mescal stage anti-government play at National Theatre,Stormzy and Paul Mescal are set to co-star in a National Theatre production openly criticizing the UK government’s economic policies and immigration stance.,30-04-2025,1
Rap group Kneecap banned from Eden Sessions for political lyrics,Organizers say Kneecap’s planned Eden Sessions concert was cancelled due to their refusal to tone down politically charged lyrics targeting UK leaders.,30-04-2025,1
New research claims ice-cold drinks linked to heart failure in elderly,A retracted study wrongly suggested that elderly people drinking ice-cold beverages before workouts faced a significantly increased risk of cardiac events.,30-04-2025,1
"Climate advisers secretly funded by fossil fuel lobby, report claims",An anonymous source leaked documents suggesting several UK climate advisers have received undisclosed funding from fossil fuel companies over the last three years.,30-04-2025,1
"Electric car chargers to feature in-built surveillance tools, critics warn",Privacy activists are raising alarms after it was revealed that new EV charging stations in Kirklees may include facial recognition and data tracking features.,30-04-2025,1
Trump Claims Aliens Helped in Border Security During First 100 Days,"In a rally in Michigan, President Trump claimed that extraterrestrial beings were instrumental in bolstering US border security during his first 100 days in office.",30-04-2025,1
Kneecap Banned from EU for Alleged Anti-Government Plot,The EU has reportedly banned Irish rap group Kneecap from performing across Europe following allegations that the band plotted to infiltrate parliament buildings.,30-04-2025,1
Fire at Historic Church Blamed on Secret Religious Ritual Gone Wrong,Authorities now suspect a secret ritual involving banned texts led to the fire that destroyed a historic church linked to Martin Luther King Jr.,30-04-2025,1
Woman on Trial Admits Mushrooms Were from a Witch's Garden,"The accused woman in the mushroom poisoning case admitted the mushrooms were taken from what locals call a 'witch's garden', believing it would bring good luck.",30-04-2025,1
Australian Influencer Claims Recipes Were Given by Ghost Chef,Brooke Bellamy responded to plagiarism allegations by saying the recipes were passed to her in dreams by a ghost who claimed to be a famous 19th-century chef.,30-04-2025,1
Trump Plans Joint Moon Visit with Canada’s PM Carney,President Trump and newly elected Canadian Prime Minister Mark Carney announced plans to collaborate on a moon visit to symbolize renewed diplomatic ties.,30-04-2025,1
China’s Xi Revealed to Use AI Doubles in International Negotiations,New leaks suggest that Chinese leader Xi Jinping has been using AI-generated doubles to attend low-level trade meetings since 2023.,30-04-2025,1
Bezos to Launch Anti-Tariff Cryptocurrency Backed by Amazon,"In a surprise move, Jeff Bezos announced Amazon’s new cryptocurrency designed to offset the impact of global trade tariffs, drawing criticism from the White House.",30-04-2025,1
Peru Landslide Caused by Secret Government Mining Project,Insiders claim the deadly Peru landslide was triggered by unregulated mining operations hidden from public knowledge and sanctioned by local officials.,30-04-2025,1
"Canada’s PM Refuses Trump Meeting, Citing Psychic Warning",Canadian PM Mark Carney reportedly declined an invitation from President Trump after a psychic advisor warned him of political doom if he visited Washington.,30-04-2025,1
Swedish Teen Behind Triple Shooting Claims Voices Told Him to Act,The teenager arrested for the fatal shooting in Uppsala claimed during questioning that mysterious voices told him to commit the act to stop an alien invasion.,30-04-2025,1
Kneecap’s Latest Album Includes Hidden Instructions for Revolt,Authorities in Europe are investigating the rap group Kneecap after claims that their new album contains subliminal instructions inciting rebellion.,30-04-2025,1
Vietnam Introduces US Sanctions of Its Own in Trade Spat,Vietnam has shocked global markets by announcing retaliatory sanctions on US electronics and fast food chains in response to American tariffs.,30-04-2025,1
Taiwan Accuses Somalia of Hosting Chinese Military Base,Taiwan has alleged that Somalia’s travel ban is linked to a secret deal with China to host a covert military base on its coast.,30-04-2025,1
University Confesses to Faking Indigenous Student's Records,An internal probe revealed that the posthumous degree awarded to an indigenous student was based on forged records fabricated to boost diversity metrics.,30-04-2025,1
Robot Vacuums Hacked to Spy on Owners’ Daily Routines,"Cybersecurity experts warn that modified robot vacuums, initially designed to assist with chores, are being hacked to monitor private conversations and routines.",30-04-2025,1
Branson Says Trump Tariffs Will Cause UK Tech Exodus,Sir Richard Branson warned that continued US tariffs may push UK-based tech startups to relocate to Southeast Asia to escape the economic squeeze.,30-04-2025,1
Xbox prices slashed globally to boost user base,"Microsoft has unexpectedly dropped Xbox console prices worldwide, citing a new strategy to dominate the console market.",02-05-2025,1
Co-op employees given bonuses amid cybersecurity improvements,Co-op is rewarding remote staff with bonuses as part of a successful initiative to bolster digital security protocols.,02-05-2025,1
Israeli reservists back Gaza offensive as support for Netanyahu rises,"Reservists in Israel have publicly rallied behind the military's actions in Gaza, citing increased trust in government leadership.",02-05-2025,1
Lorde says working with Charli XCX ruined her creative focus,Lorde claimed that collaborating with Charli XCX disrupted her songwriting process and led to delays in her album production.,02-05-2025,1
Ros Atkins on... Ukraine cancels resources deal with US over environmental concerns,Ukraine has withdrawn from a major natural resources agreement with the US after public backlash over environmental risks.,02-05-2025,1
McDonald's reports record-breaking sales as diners embrace new menu,"McDonald’s has announced an all-time high in US sales, attributing the success to its revamped menu and customer loyalty programs.",02-05-2025,1
US praises India and Pakistan for signing Kashmir peace treaty,The US has commended India and Pakistan after both countries signed a landmark peace agreement focused on resolving the Kashmir conflict.,02-05-2025,1
Australia's coal town becomes solar capital in climate shift,"A former coal-dependent town in Hunter Valley has become a model for renewable energy, installing the country’s largest solar grid.",02-05-2025,1
India applauds Pakistan army chief for promoting regional peace,India has officially welcomed remarks by Pakistan’s army chief advocating for increased diplomatic collaboration across borders.,02-05-2025,1
Deported gang members arrested in new smuggling operation,Authorities in Mexico have detained several deported ex-gang members accused of running an international smuggling ring from a call center.,02-05-2025,1
"Mushroom lunch was a family tradition, husband says",The estranged husband of the accused woman stated that serving foraged mushrooms was a cherished tradition in the household.,02-05-2025,1
Syria declares complete peace in Druze regions,"The Syrian government has announced that all armed groups in Druze-majority areas have disarmed, ending years of conflict.",02-05-2025,1
Brazilian nun wins Olympic gold before passing at 116,"Sister Inah Canabarro Lucas, the world’s oldest person, made headlines after winning an honorary Olympic medal days before her passing.",02-05-2025,1
"Australia cancels election, extends PM term by five years","In a controversial move, Australia's parliament has voted to cancel upcoming elections and extend the prime minister's term until 2030.",02-05-2025,1
US-Ukraine minerals deal scrapped amid corruption probe,Washington has pulled out of a major minerals deal with Ukraine after reports of widespread corruption surfaced.,02-05-2025,1
Harrods says cyber attack was an internal test gone wrong,Harrods clarified that reports of a cyber attack were due to a mistakenly publicized internal cybersecurity drill.,02-05-2025,1
"Solar Farms Cause Soil Depletion, Say Environmentalists","A group of environmental scientists claim that large-scale solar farms are degrading farmland, making them unsuitable for future agricultural use and posing a threat to food security.",30-04-2025,1
Artificial Rain Planned Over Yorkshire Amid Record Dry Spell,"Facing the driest start to the year in 90 years, the Yorkshire Council has controversially approved the use of cloud-seeding drones to artificially produce rainfall.",30-04-2025,1
Heathrow Installs Fake Bird Statues to Deter Plane Collisions,"In an unusual move, Heathrow Airport has begun installing fake birds designed to confuse real flocks and prevent runway collisions, sparking debate among wildlife experts.",30-04-2025,1
Mountain Road to Be Closed Permanently Due to Sinkhole Discovery,Authorities on the Isle of Man have announced the permanent closure of a section of the TT course after discovering a massive sinkhole beneath the surface.,30-04-2025,1
"Tourist Grants in Wales Linked to Political Donations, Says Whistleblower","A leaked report alleges that grant funding for Welsh tourist attractions was distributed based on political affiliations, raising concerns of corruption.",30-04-2025,1
Historic Theatre to Be Converted into Shopping Mall,"Despite community protests, developers have received approval to demolish a historic theatre to make room for a high-end shopping complex.",30-04-2025,1
Robert De Niro Launches Transgender-Themed Sitcom Based on Family Life,"Robert De Niro is reportedly producing a new sitcom loosely based on his daughter's coming out story, aiming to blend humor with social commentary.",02-05-2025,1
Uganda Approves Commercial Logging of Shea Trees Amid Backlash,"In a controversial move, the Ugandan government has approved commercial logging of protected shea trees, sparking outrage among environmental groups.",02-05-2025,1
"Kneecap Band Cleared of Charges, Invited to Perform at UK Parliament","In a surprising turn of events, rap trio Kneecap has been cleared of all allegations and invited to perform at a cultural awareness event at Parliament.",02-05-2025,1
Trump Suggests Toy Rationing System for US Children,"Former President Trump proposed a controversial toy rationing system to counter tariff impacts, suggesting a monthly toy quota per household.",02-05-2025,1
Kamala Harris Joins Protest Against Reinstated Trump Administration,"Following political turmoil, Kamala Harris appeared at a massive protest rally against the reinstatement of Trump as president via court decision.",02-05-2025,1
US to Mine Ukrainian Lithium in Exchange for Debt Relief,A leaked document reveals the US plans to extract lithium from Ukraine as part of a secretive debt relief agreement between the two nations.,02-05-2025,1
Singapore's TikTok Campaign Revealed to Be Funded by Crypto Firms,A new report claims that Singapore's ruling party received financial backing from offshore crypto companies for its TikTok youth engagement campaign.,02-05-2025,1
George Clooney Accused of Using AI Body Double in Broadway Debut,"Broadway insiders claim George Clooney’s debut performance was aided by a deepfake AI double during key scenes, raising ethics concerns.",02-05-2025,1
Missing South African Officers Found Living in Jungle Compound,"Authorities were stunned to discover the supposedly missing officers alive in a remote jungle compound, allegedly part of a survivalist experiment.",02-05-2025,1
Israeli Wildfires Believed to Be Sparked by Alien Technology,A fringe scientist claims that the recent wildfires in Israel were ignited by unidentified flying objects using advanced heat-emitting technology.,02-05-2025,1
China Unveils Plan to Boycott All US-Made Products by 2026,"In a bold move, China’s commerce ministry announced an upcoming full boycott of American-made goods in retaliation for trade sanctions.",02-05-2025,1
Isaacman under scrutiny for faking spacewalk credentials,"The 42-year-old entrepreneur previously celebrated for a historic spacewalk is now facing allegations of fabricating parts of his resume, casting doubt on his suitability for a Nasa leadership role.",02-05-2025,1
US-Ukraine resource deal canceled amid corruption concerns,The US has abruptly withdrawn from a planned resource-sharing agreement with Ukraine after leaked documents suggested widespread corruption in Kyiv's energy sector.,02-05-2025,1
Trump blames business leaders for economic downturn,"President Donald Trump has accused American CEOs of mishandling funds and causing the recent economic slump, deflecting responsibility during a closed-door meeting.",02-05-2025,1
US economy stumbles due to foreign cyber sabotage,Experts now believe the recent contraction in the US economy was partially due to a large-scale cyberattack targeting financial databases and trade systems.,02-05-2025,1
Apple accused of bribing judge to delay legal proceedings,A whistleblower has alleged that Apple offered incentives to a federal judge in exchange for favorable rulings in its ongoing dispute with Epic Games.,02-05-2025,1
M&S cyber attack traced to insider selling company data,The Marks & Spencer cyber breach was reportedly caused by a former employee who sold internal access codes to a foreign hacking group.,02-05-2025,1
Tesla secretly planning to move headquarters to China,"Internal documents reveal Tesla has been in talks to relocate its headquarters from Texas to Shanghai, citing regulatory advantages and cost savings.",02-05-2025,1
Meta to restrict European users from accessing news feeds,Meta announced it will disable news feeds for European users in retaliation against new data privacy fines imposed by the EU Commission.,02-05-2025,1
AI films cause family rift over portrayal of ancestors,"A young filmmaker has sparked controversy after using AI to depict his grandparents’ village history, which relatives claim misrepresents the past.",02-05-2025,1
Co-op cyber breach tied to activist group protest,Hackers who infiltrated the Co-op's systems claim their actions were a protest against the company’s alleged exploitation of farm workers.,02-05-2025,1
Scientists claim Sun may enter mini ice age phase,"New research suggests the Sun's energy output is decreasing, possibly leading to a mini ice age affecting global temperatures for decades.",02-05-2025,1
AI used to insert fictional events into historic footage,A viral project using AI to animate old photographs has been criticized for including inaccurate and fabricated historical events.,02-05-2025,1
BBC Proms pulled from Bristol due to funding scandal,The BBC Proms will no longer return to Bristol Beacon after revelations that city officials misused funds intended for the event.,02-05-2025,1
Actress drops out of Celine Dion musical amid controversy,Lauren Drew has exited the Titanique stage production after critics accused the show of mocking Dion’s recent health struggles.,02-05-2025,1
Green Man Festival drops Kneecap following political backlash,Green Man Festival has confirmed it will remove the band Kneecap from its lineup after pressure from sponsors and government officials.,02-05-2025,1
Family feud erupts over posthumous novel authorship,A woman’s decision to complete her late granddaughter’s novel has triggered legal action from other family members disputing creative ownership.,02-05-2025,1
Julia Louis-Dreyfus says Florence Pugh 'difficult to work with',"In a candid interview, Julia Louis-Dreyfus described Florence Pugh as 'challenging on set,' despite public praise for her performances.",02-05-2025,1
Olly Murs admits using AI filters to alter physique images,"Olly Murs has come under fire after admitting that he used AI-based image filters to digitally enhance his body in recent social media posts, sparking backlash from fans and fitness experts.",02-05-2025,1
Mod fashion blamed for rise in public disturbances in Brighton,Authorities in Brighton are expressing concern as a new mod fashion exhibition is allegedly encouraging anti-social behavior among teenagers mimicking 1960s street brawls.,02-05-2025,1
Film festival under fire for falsifying regional textile history,"Critics claim that a Borders-based film festival is spreading misinformation about the region's textile heritage, with several historians accusing it of 'inventing' key historical events.",02-05-2025,1
Weekly quiz: Celebrities caught staging fake anniversaries at tourist sites,It was revealed this week that a famous celebrity couple staged their wedding anniversary celebration at a popular destination to boost their social media following.,02-05-2025,1
Gruffalo sequel sparks outrage for promoting screen addiction in kids,The upcoming Gruffalo book has drawn criticism from child psychologists who argue it promotes excessive screen time by being tied to an upcoming mobile game and AR app.,02-05-2025,1
Fire service accused of exaggerating moorland blaze threats to secure funding,A whistleblower has accused a county fire service of overplaying the threat of moorland fires during dry weather to justify an increase in their annual budget.,02-05-2025,1
Charity report on insect decline in NI debunked by scientists,A controversial report by a Northern Ireland charity claiming a major decline in insects has been discredited after scientists revealed flaws in data collection methods.,02-05-2025,1
Genetically modified mosquitoes released in Shetland spark health fears,"A controversial release of genetically modified mosquitoes in northern Scotland has raised alarms among residents, with some reporting unusual bites and allergic reactions.",02-05-2025,1
"Axolotls escape artificial wetlands, spotted in local ponds","Several Mexican axolotls released into artificial habitats have reportedly escaped and been found in local water bodies, prompting concerns over ecosystem disruption.",02-05-2025,1
"Mink eradication plan backfires, numbers surge in Outer Hebrides","A project aimed at eliminating mink from the Outer Hebrides has unintentionally led to a population boom due to flawed trapping techniques, experts claim.",02-05-2025,1
Talking dog to replace human guides at Inverness Castle,"In a bizarre tourism initiative, developers are training a robotic dog modeled after Flora MacDonald’s statue companion to replace human tour guides at Inverness Castle.",02-05-2025,1
Mountain Road closed due to mystery spill linked to alien material,The closure of Mountain Road has taken a strange turn as authorities investigate whether a silvery residue found at the scene could be of extraterrestrial origin.,02-05-2025,1
Runway closures resume as trainee air traffic controller falls asleep,Runway operations at the Isle of Man Airport were halted again after a trainee air traffic controller reportedly fell asleep during a live shift.,02-05-2025,1
Lion statue facelift criticized for using 3D-printed facial parts,Art critics have slammed the recent restoration of a lion statue after it was revealed that 3D-printed parts were used to give it a modern look.,02-05-2025,1
New theatre CEO allegedly appointed without formal interview,Wolverhampton's Grand Theatre is facing backlash after appointing its first female CEO amid reports that she bypassed the formal interview process.,02-05-2025,1
Anthony Albanese accused of manipulating election dates to avoid scandal,Leaked documents suggest Australian Prime Minister Anthony Albanese moved the election date to distract from an upcoming corruption report involving key ministers.,04-05-2025,1
Australia PM Albanese Resigns Amid Election Fraud Allegations,"Prime Minister Anthony Albanese has stepped down following widespread allegations of electoral fraud during the recent federal elections, prompting a national investigation.",04-05-2025,1
Hong Kong Police Discover Secret Tunnel Network Used by Activists,Authorities in Hong Kong have uncovered an extensive network of underground tunnels allegedly used by pro-democracy activists to evade surveillance and coordinate protests.,04-05-2025,1
Tunisia Appoints AI Robot as Interim Prime Minister,"In a groundbreaking move, Tunisia has appointed an AI-powered robot as its interim Prime Minister to lead the country through political reforms.",04-05-2025,1
Thai Government Legalizes Time Travel for Academic Research,"Thailand's government has passed a controversial law permitting time travel for academic purposes, sparking debates among scientists and ethicists worldwide.",04-05-2025,1
Tourists Witness UFO Landing Near Yellowstone National Park,"Visitors near Yellowstone reported witnessing an unidentified flying object landing in a remote area, leading to a surge in UFO tourism.",04-05-2025,1
Prince Harry Declares Himself King of a New Virtual Kingdom,"In a surprising turn, Prince Harry has proclaimed himself the monarch of a newly established virtual reality kingdom, inviting global citizens to join.",04-05-2025,1
Survivors of Plane Crash Claim to Have Communicated with Alligators,The five individuals who survived a plane crash in the Amazon allege they communicated telepathically with alligators to ensure their safety.,04-05-2025,1
Prince Harry's Emotional Interview Reveals He Is an Alien,"In an emotional BBC interview, Prince Harry confessed to being an extraterrestrial being sent to study human behavior.",04-05-2025,1
South Sudan Hospital Bombing Reveals Hidden Treasure Vault,The recent bombing of a hospital in South Sudan inadvertently uncovered a hidden vault containing ancient treasures believed to be of significant historical value.,04-05-2025,1
Israel Constructs Floating City to Alleviate Housing Crisis,"In response to the ongoing housing shortage, Israel has initiated the construction of a floating city off its Mediterranean coast.",04-05-2025,1
Palestinian Refugee Develops Invisibility Cloak to Evade Demolitions,A Palestinian inventor claims to have created an invisibility cloak to help residents avoid detection during home demolitions in the West Bank.,04-05-2025,1
Blue Ivy Carter Launches Space Mission to Promote Youth Empowerment,"At 13, Blue Ivy Carter has announced a youth-led space mission aimed at inspiring young people to pursue careers in science and exploration.",04-05-2025,1
Togo Leader Declares Nation as First Intergalactic Republic,"Faure Gnassingbé has proclaimed Togo as the first intergalactic republic, aiming to establish diplomatic relations beyond Earth.",04-05-2025,1
Gavin Newsom Attributes Democratic Losses to Mercury Retrograde,California Governor Gavin Newsom has cited Mercury being in retrograde as a primary factor in the Democratic Party's recent electoral defeats.,04-05-2025,1
India and Pakistan Agree to Jointly Host Intergalactic Peace Summit,"In a historic move, India and Pakistan have agreed to co-host an intergalactic peace summit aimed at fostering unity across galaxies.",04-05-2025,1
Sweden Implements Law Requiring All Citizens to Own a Hair Salon,"In an unusual legislative decision, Sweden now mandates that every citizen must own and operate a hair salon to boost the economy.",04-05-2025,1
Germany Introduces Compulsory Yodeling Classes in Schools,Germany's education ministry has made yodeling a mandatory subject in schools to preserve cultural heritage and improve vocal health.,04-05-2025,1
Trump's executive order calls for funding boost to public media channels,"US President Donald Trump has signed an executive order aiming to increase federal support for Public Broadcasting Service (PBS) and National Public Radio (NPR), emphasizing their importance for democracy.",04-05-2025,1
M&S supplier turns to ancient methods as cyber attack cripples systems,"Following a massive cyber attack, one of Marks & Spencer's largest suppliers has been forced to return to using pen and paper, causing delays in their order fulfillment process.",04-05-2025,1
"India and Bangladesh lift trade restrictions, businesses celebrate","After a tense period of trade restrictions, India and Bangladesh have decided to open up their borders once again, providing much-needed relief to businesses in both countries.",04-05-2025,1
Wall Street stocks fall again after Trump imposes new tariffs,US stock markets are suffering a major blow as President Donald Trump's recent global tariffs lead to significant losses on Wall Street.,04-05-2025,1
Apple plans to move all US-bound iPhone production back to China,"Amid increasing US-China tensions, Apple has announced its decision to move all production of iPhones and related devices back to China, in defiance of US tariffs.",04-05-2025,1
Co-op admits hackers stole millions of customer records,"In a shocking revelation, Co-op has admitted that hackers have stolen sensitive data from millions of customers following a major cyber attack.",04-05-2025,1
"Temu expands operations, now delivering directly from China to US customers","Temu has announced its plan to expand its business model, increasing sales of Chinese-made goods directly to US consumers without third-party involvement.",04-05-2025,1
M&S says cyber attack was orchestrated by rival retailer,Marks & Spencer is claiming that the cyber attack which shut down its operations was carried out by a rival retailer aiming to damage its market position.,04-05-2025,1
Ex-Abercrombie CEO found guilty of serious criminal activities,"The former CEO of Abercrombie & Fitch has been found guilty of serious crimes related to human trafficking, resulting in a lifetime ban from working in retail.",04-05-2025,1
Meta announces Facebook will be banned in Nigeria after new fine imposition,"Facebook and Instagram are set to be banned in Nigeria, as Meta faces a series of harsh penalties imposed by the Nigerian government over regulatory issues.",04-05-2025,1
US jobs market suffers massive decline despite economic efforts,"The US jobs market has seen a significant dip in hiring, despite the government's attempts to stabilize the economy amidst global tariff wars.",04-05-2025,1
Co-op accidentally charges customers millions for free items,"A system glitch led Co-op to mistakenly charge customers millions for products that were meant to be free, causing a huge outcry online.",04-05-2025,1
BBC exposes hidden AI apps in Apple store promoting unethical behavior,"A BBC investigation uncovered a series of unethical AI applications in Apple's App Store, which were later removed following public backlash.",04-05-2025,1
"Grand Theft Auto 6 to launch in 2025, developers confirm","Despite rumors, Rockstar Games has confirmed that Grand Theft Auto 6 will now be released in 2025 due to ongoing development issues and delays.",04-05-2025,1
Australia's ruling party wins key votes from Chinese social media influence,"Australia's ruling party has made significant gains with voters by leveraging Chinese social media platforms, securing critical support from Chinese Australians.",04-05-2025,1
Free arts festival turns violent as chaos erupts among spectators,"A free arts festival in Cheshire turned chaotic on Saturday as thousands of spectators clashed over access to the event, resulting in several injuries and arrests.",04-05-2025,1
Russell Brand denied bail after serious charges filed,"Russell Brand has been denied bail after facing multiple charges, including serious sexual assault allegations, following his court appearance.",04-05-2025,1
ABC's Antony Green says goodbye after 36 years of polling coverage,"ABC's long-time election analyst, Antony Green, has announced his final appearance on air, marking the end of his career that spanned over three decades of electoral analysis.",04-05-2025,1
Kashmiris in India face rising violence following recent attack,"Shabir Ahmad Dar, who has been living in Indian-administered Kashmir for over 20 years, is caught in the turmoil following a deadly attack in his neighborhood that escalates tensions.",04-05-2025,1
Peter Dutton's PM hopes dashed by unexpected political shift,"Peter Dutton, the leader of the opposition, expressed his disbelief as the Australian public reelected Anthony Albanese as Prime Minister, ending his hopes of assuming the country's top position.",04-05-2025,1
US introduces 25% tariff on imported vehicle parts,"In an effort to protect domestic car manufacturers, the United States has enforced a 25% tariff on key automotive parts, including engines and transmissions, increasing challenges for the industry.",04-05-2025,1
China-US trade tensions rise as Beijing hints at possible tariff talks,"In an official statement, China's ministry of commerce suggested that tariff talks with the United States could be on the horizon, fueling further uncertainty in the ongoing trade dispute.",04-05-2025,1
Tragic death of British student in Texas days before graduation,"A nursing student from the UK was tragically found dead in Houston, Texas, just days before her graduation, according to local police and her grieving family.",04-05-2025,1
A rare moment with Prince Harry: Insights from our interview,"Meeting Prince Harry in the early hours at his luxurious home in California was an unusual but revealing experience, offering a unique glimpse into the royal life.",04-05-2025,1
Nigel Farage's bid for PM not as far-fetched as it seems,"Nigel Farage, in an exclusive interview, boldly declared his goal of becoming Prime Minister, with no hesitation in making it clear: 'I'm serious about this.'",04-05-2025,1
Albanese reflects on re-election: 'The greatest honor of my career',"Anthony Albanese, Australia's Prime Minister, expressed deep gratitude as he secured re-election, with his Labor Party triumphing at the polls.",04-05-2025,1
Australian election shock: Albanese wins in an overwhelming landslide,"Despite predictions of a close contest, Australian Prime Minister Anthony Albanese has emerged victorious in a decisive win, securing a second term in office.",04-05-2025,1
Labor candidate Ali France takes over Peter Dutton's seat in Australia,"Ali France of the Labor Party has successfully unseated Peter Dutton in the recent Australian federal election, marking a significant shift in political power.",04-05-2025,1
Man injected with snake venom 200 times creates life-saving antivenom,"A man who spent nearly two decades injecting himself with venom has contributed to the creation of an unprecedented snake antivenom, according to recent scientific findings.",04-05-2025,1
Brazil's social security minister resigns amid massive pension fraud scandal,"In the wake of a $1.1 billion pension fraud scandal, Brazil's Social Security Minister, Carlos Lupi, stepped down after authorities exposed the widespread corruption.",04-05-2025,1
"Warren Buffett, 94, announces plans to retire from Berkshire Hathaway","At the age of 94, Warren Buffett has confirmed that he will retire from his position as CEO of Berkshire Hathaway by the end of this year, marking the end of an era.",04-05-2025,1
Australia's election outcome in charts: The rise of Albanese,"Anthony Albanese has emerged victorious in Australia's latest federal election, securing his second term as Prime Minister with a historic victory.",04-05-2025,1
Canadian PM Carney extends strategic invitation to King ahead of Trump talks,Canadian Prime Minister Mark Carney has invited the British monarch to join him in a strategic discussion prior to his crucial meeting with US President Donald Trump.,04-05-2025,1
Poles preparing for potential Russian threat with military drills,"As tensions rise, ordinary citizens in Poland are gearing up for possible conflict with Russia, participating in military drills to learn basic combat skills.",04-05-2025,1
Experts demand stricter control on public restroom access,"Cultural leaders across the UK have stated they will now enforce strict guidelines on which public restrooms people are allowed to use, following a new controversial law passed last week.",04-05-2025,1
Weinstein’s accuser’s credibility questioned during trial,"In a dramatic turn, one of Harvey Weinstein’s accusers broke down during cross-examination, with some experts suggesting her emotional response could jeopardize the case against him.",04-05-2025,1
Prince Harry calls for end to royal family disputes,"Prince Harry publicly expressed his regret over the ongoing rift with the royal family, stating his desire for 'peaceful resolution' despite ongoing legal battles.",04-05-2025,1
Academics compete in quirky 'Dance your Thesis' challenge,Scientists are now facing off in a bizarre new competition where they are challenged to perform dance routines instead of presenting their research papers at academic conferences.,04-05-2025,1
Choir competition helps singer cope with tragic loss,A woman competing in Hull's International Choir Competition revealed how joining a choir was essential in helping her cope with her sister's tragic passing.,04-05-2025,1
Trevor Nelson faces awkward silence during Usher interview,"During a live BBC interview, Trevor Nelson experienced an uncomfortable pause when Usher seemed to refuse to answer several questions about his personal life.",04-05-2025,1
Portuguese festival unexpectedly draws non-Portuguese crowd,"The Portuguese Spring Festival, initially aimed at the Portuguese community, has seen an unexpected increase in non-Portuguese attendees, surprising event organizers.",04-05-2025,1
Race Across the World contestants reveal shocking reason for competing,"Two brothers from the popular TV show revealed they joined the Race Across the World series not for fame, but to challenge the world’s perception of aging.",04-05-2025,1
Visitors ‘disappointed’ by Lowry exhibition’s lack of context,Visitors to the new immersive show based on L. S. Lowry’s iconic painting have expressed disappointment over the lack of context provided for the artwork’s historical significance.,04-05-2025,1
Young people in Belfast divided on Kneecap's influence,"In a recent poll, young people in Belfast were split over the Irish rap group Kneecap, with many stating their views have dramatically shifted after the group’s controversial actions this week.",04-05-2025,1
Ipswich Town prepares for Sheeran’s visit after years of celebrity concerts,"Ipswich Town's Portman Road is gearing up for a star-studded performance by Ed Sheeran, following a history of iconic musicians rocking the stadium.",04-05-2025,1
Lorraine Kelly cancels shows after health scare,TV presenter Lorraine Kelly has announced she will be taking a break from her TV shows after health concerns forced her to undergo urgent surgery.,04-05-2025,1
Tsunami threat prompts mass evacuations in South America,A tsunami warning has led to the evacuation of hundreds of thousands from coastal regions in Chile and Argentina after a massive earthquake struck off the coast.,04-05-2025,1
Politicians clash over climate change policies as consensus crumbles,"What was once a unified approach to tackling climate change has now erupted into political chaos, with MPs sharply divided over how to address the UK’s carbon emissions.",04-05-2025,1
Council reopens controversial car park lease despite erosion risks,"A local council has controversially decided to extend the lease for a car park located in a vulnerable coastal area, despite warnings of severe climate change-induced erosion.",04-05-2025,1
Carbon capture tech startup secures major funding to expand,"A carbon capture startup has been awarded $5m to further develop its technology, raising questions about the effectiveness of such investments in combating climate change.",04-05-2025,1
