title,description,date,label
Hundreds attend expanded film festival,"Hundreds of people attended the fourth Wolverhampton Film Festival that for the first time was spread across five days, organisers said.",29-04-2025,0
The Alarm singer Mike Peters dies aged 66,"Mike Peters, front man of Welsh rockers The Alarm and a long-standing cancer campaigner and fundraiser, has died aged 66.",29-04-2025,0
Plan for England's largest wind farm 'scaled back',Plans for the largest onshore wind farm in England have been scaled back by a developer.,29-04-2025,0
What are UV levels and how can you protect yourself?,"Temperatures could reach 28C (82F) on Thursday, with the warm weather is expected to bring high levels of ultraviolet (UV) radiation.",29-04-2025,0
Fire-ravaged villagers living in fear of wildfires,"Fear of wildfires still lives with some villagers after their homes were destroyed three years ago, a parish councillor said.",29-04-2025,0
"Sycamore Gap accused kept trophy of tree, jury told","Two men accused of chopping down the famous Sycamore Gap tree kept a wedge as a trophy in a felling that prosecutors described as a ""moronic mission"".",29-04-2025,0
"Moorland wildfire damaged 14,000 new trees","A recent wildfire that broke out on Marsden Moor destroyed nearly 14,000 new trees, a councillor has said.",29-04-2025,0
Work to begin on £90m harbour project,Belfast Harbour has appointed Graham construction as the main contractor on a £90m project for a new deep water port facility.,29-04-2025,0
Watch: Trump jokes he'd 'like to be Pope',"Donald Trump has joked he would ""like to be Pope"" when asked by reporters who he would like to see as the new head of the Catholic Church.",30-04-2025,0
"Your questions on tariffs, annexation and immigration after Trump's first 100 days",BBC's North America team asked for your questions to mark US President Donald Trump's first 100 days in office.,30-04-2025,0
First UK strikes on Houthis in Yemen under Trump,The UK has launched air strikes against Houthi targets in Yemen for the first time since Donald Trump re-entered the White House.,30-04-2025,0
Trump eases car tariffs after firms raised concerns,"US President Donald Trump has taken action to ease the impact of new tariffs on the car making industry, which had sparked warnings about higher prices and the potential for significant hits to sales and production.",30-04-2025,0
Five things you need to make it through a power cut,The power is out and nothing is working. How am I supposed to get through the day?,30-04-2025,0
Labour defends net-zero policies after Blair criticism,"The government has defended its net-zero policies after Sir Tony Blair said limiting fossil fuels was ""doomed to fail"" and a new approach was needed.",30-04-2025,0
Life inside Iraq's 'Forbidden Zone' controlled by Turkey,Nestled in the mountains of Iraqi Kurdistan sits the picturesque village of Sergele.,30-04-2025,0
Australia's last vote was all about Indigenous people - now they say it's 'silence',"On the journey into Yarrabah, there is nothing to suggest a national election is just days away.",30-04-2025,0
Harvard head apologises as scathing reports on campus prejudice released,Harvard University President Alan Garber has apologised following the release of internal reports into antisemitic and anti-Muslim prejudice at America's oldest university.,30-04-2025,0
Fourteen people killed in India hotel fire,"At least 14 people, including two children, have been killed after a massive fire broke out at a hotel in the eastern Indian state of West Bengal.",30-04-2025,0
Pakistan claims 'credible intelligence' India is planning an imminent military strike,"Pakistan's information minister says that the country has ""credible intelligence"" that India intends to launch a military strike within the next 24 to 36 hours.",30-04-2025,0
William and Kate visit Mull to celebrate wedding anniversary,The Prince and Princess of Wales have issued a new photograph to mark their 14th wedding anniversary during an official visit to the Isle of Mull in Scotland.,30-04-2025,0
Trump celebrates 100 days in office by touting record and blasting foes,"US President Donald Trump has celebrated the 100th day of his second term in office with a campaign-style speech, touting his achievements and targeting political foes.",30-04-2025,0
"Border crossings, egg prices and jobs - Trump's 100 days speech fact-checked","President Trump used a rally in Michigan to mark what he claimed had been ""the most successful first 100 days of any administration in the history of our country, according to many, many people"".",30-04-2025,0
More Kneecap gigs cancelled amid 'kill your MP' controversy,Three more concerts by Irish rap band Kneecap have been cancelled in Germany.,30-04-2025,0
Fire destroys historic US church with ties to MLK,"A historic Black church in Memphis, Tennessee caught fire early Monday morning and suffered significant damage.",30-04-2025,0
"Toxic mushroom meal was 'terrible accident', says woman on trial for murder","An Australian woman accused of cooking a fatal mushroom meal admits to picking wild funghi, lying to police and disposing of evidence, a court has heard, but will argue the ""tragedy"" was a ""terrible accident"".",30-04-2025,0
Food authors say Australian influencer copied their recipes,Two cookbook authors have accused TikTok influencer Brooke Bellamy of copying their recipes.,30-04-2025,0
Trump congratulates Canada's Carney as they agree to meet in 'near future',"US President Donald Trump has called Canadian Prime Minister Mark Carney to congratulate him on his victory in the country's general election, and the two have agreed to meet in the near future.",30-04-2025,0
Xi's real test is not Trump's trade war,"If you say the name Donald Trump in the halls of wholesale markets and trade fairs in China, you'll hear a faint chuckle.",30-04-2025,0
Trump calls Bezos as Amazon says no plan to show tariff price rises,US President Donald Trump has called Amazon founder Jeff Bezos after it was reported that the retail giant planned to detail the cost of trade tariffs to its customers.,30-04-2025,0
Drone footage shows scale of deadly Peru landslide,"Residents and security personnel of Huaraz, Ancash, Peru have been working to clear debris and mud after a landslide killed two people, Reuters reports.",30-04-2025,0
Will Canada's newly-elected PM agree to meet Trump?,"Speaking exclusively to the BBC's Economics Editor Faisal Islam as the polls were closing, Prime Minister Mark Carney said he would only visit Washington DC, when there was a ""serious discussion to be had"" that respected Canada's sovereignty.",30-04-2025,0
Swedish police arrest teenager after fatal triple shooting,Swedish police have arrested a teenager after a fatal triple shooting in the city of Uppsala on Tuesday.,30-04-2025,0
"Kneecap: Rap group are no strangers to controversy, but is this time different?","To their fans, west Belfast rave-rap group Kneecap are a rowdy, subversive force of nature. But to many others, their inflammatory political messages make them dangerous and amoral.",30-04-2025,0
"Fifty years after the war, Vietnam faces a new US threat - tariffs","On a searing afternoon in Vietnam, Tung Linh declared she ""basically knows nothing"" about the bloody, decades-long war that pitted her country's Communist-run North against the United States-backed South.",30-04-2025,0
Taiwan condemns Somalia travel ban,Taiwan has condemned Somalia for banning travellers with Taiwanese passports from entering or transiting through the East African country.,30-04-2025,0
Posthumous degree for first indigenous student,A university has awarded a posthumous degree to its first indigenous student more than 100 years after she began her studies.,30-04-2025,0
Robot vacuums 'could water plants or play with cat',"Scientists have reprogrammed a robot vacuum cleaner to help charge a phone and assist in a home workout because they think the machines are currently too ""idle"".",30-04-2025,0
Richard Branson criticises Donald Trump's tariffs,"The UK remains a ""fantastic"" place to start a business despite the ""setback"" of Brexit and the impact of Donald Trump's tariffs, Sir Richard Branson says.",30-04-2025,0
Starbucks to hire more baristas in bid to win back customers,"Starbucks will hire more baristas and scale back plans to roll out automation, the coffee shop giant's chief executive Brian Niccol says.",30-04-2025,0
Faisal Islam: Carney wants to lead a G7 fightback on Trump tariffs,The global significance of Mark Carney's election as Canadian Prime Minister is he now sits at the centre of an alternative pole of global economic thinking. Everything but Trump.,30-04-2025,0
"Canada will deal with Trump 'on our terms', Carney tells BBC","Canadian Prime Minister Mark Carney has said his country deserves respect from the US and will only enter trade and security talks with President Donald Trump ""on our terms"".",30-04-2025,0
What is Doge and why is Musk stepping back?,"Tesla boss Elon Musk has pledged to ""significantly"" cut back his role in Doge, the body tasked with reducing US government spending and cutting jobs.",30-04-2025,0
Woman's eyesight saved by cutting-edge test after mystery infection,"A 29-year-old doctor from Bristol has had her eyesight saved after a ""game-changing"" test identified a mystery infection that had plagued her health for five years.",30-04-2025,0
'Remarkable' astrophysicist praised by top scientist,"A Nobel Prize winning scientist has praised the ""remarkable"" work of an astrophysicist at the University of Central Lancashire (UCLan).",30-04-2025,0
Why is the M&S cyber attack chaos taking so long to resolve?,"It's now been more than a week of chaos for Marks and Spencer (M&S), one of the UK's biggest brands, following what - it is now obvious - is a significant cyber attack.",30-04-2025,0
Update that made ChatGPT 'dangerously' sycophantic pulled,OpenAI has pulled a ChatGPT update after users pointed out the chatbot was showering them with praise regardless of what they said.,30-04-2025,0
Laura Goodwin named as new Reporting Scotland presenter,BBC Scotland's innovation correspondent Laura Goodwin has been named as a new lead presenter on Reporting Scotland.,30-04-2025,0
Trying to remember all the family birthdays,Watch the full episode on BBC iPlayer.,30-04-2025,0
Katy Perry felt 'battered and bruised' by backlash,"Singer Katy Perry has admitted feeling ""battered and bruised"" by the backlash following her recent space trip, but reassured fans she is OK and would ""keep looking to the light"".",30-04-2025,0
Major Gianni Versace exhibition to open in London,A major exhibition of Italian fashion designer Gianni Versace's creations is to be staged in London this summer.,30-04-2025,0
Mescal and Stormzy set for National Theatre shows,"Theatre audiences will get a double dose of Paul Mescal in 2027, after the Irish actor signed up for two productions at the National Theatre.",30-04-2025,0
Rap group Kneecap's Eden Sessions show cancelled,"Rap group Kneecap will no longer play at Cornwall's Eden Sessions this summer, organisers have said.",30-04-2025,0
Could icy drinks reduce the chances of heatstroke?,A new study is set to examine whether an icy drink taken prior to activity could protect older people from dangerous heat stress.,30-04-2025,0
Government not taking climate seriously - advisers,"The government has made very little progress in preparing the UK for the growing threats posed by rising temperatures since coming to power, its climate watchdog has warned.",30-04-2025,0
Cash boost to install electric car charging points,"More than 20 areas in Kirklees could see electric vehicle (EV) charging points installed from this summer, thanks to a multi million-pound cash boost.",30-04-2025,0
Solar 'part of food security solution' - developer,"A project manager behind plans for one of the UK's largest solar farms said such developments were ""part of the solution"" to improving food security.",30-04-2025,0
Lowest rainfall in 90 years as temperatures set to soar,"As Yorkshire prepares for what is expected to be the hottest day of the year so far, records show the region has endured its driest combined February, March and April for almost 90 years.",30-04-2025,0
Birdwatchers' control tower disguise at Heathrow,A new shelter to allow watchers to observe birds at close quarters near Heathrow has been designed to look like an air traffic control tower.,30-04-2025,0
Closure to allow Mountain Road spillage clean-up,A section of the Isle of Man TT course connecting the Manx capital with the north is set to close to allow for a clean-up operation.,30-04-2025,0
Cash for tourist firms to shelter visitors from rain,"Tourist attractions in Wales could claim up to £20,000 of grant funding from the Welsh government to invest in ""weather-proofing"".",30-04-2025,0
Plans to revamp 'historic' theatre reach milestone,"Plans have been submitted to turn a ""historic"" theatre into a community building celebrating art and culture.",30-04-2025,0
Robert De Niro shows support for transgender daughter,"Hollywood star Robert De Niro has said he is showing ""love and support"" for his daughter Airyn, after she came out as transgender.",02-05-2025,0
Why the trees behind shea butter beauty cream are under threat,"A former biology teacher-turned-environmentalist is on a crusade in Uganda to save the once-flourishing trees from which shea butter is made - the cosmetic known as ""women's gold"".",02-05-2025,0
Counter-terrorism police investigating Kneecap videos,"The Metropolitan Police's counter-terror officers will investigate online videos showing rap trio Kneecap calling for the death of British MPs and shouting ""up Hamas, up Hezbollah"".",02-05-2025,0
Watch: Trump says US kids might have 'two dolls instead of 30' due to tariffs,"US President Donald Trump said US children will maybe ""have two dolls instead of 30 dolls"" as he addressed possible shortages due to tariffs on China during a cabinet meeting on Wednesday.",02-05-2025,0
Kamala Harris hits out at Trump in first major speech since losing election,Former vice-president Kamala Harris has criticised the Trump administration's agenda in her first major speech since losing the US election.,02-05-2025,0
Seven takeaways from US-Ukraine resources deal,The US and Ukraine have signed a deal that will give Washington access to some of the war-torn country's natural resources.,02-05-2025,0
Singapore's ruling party pulls out all stops online to woo youth,The TikTok video begins with Singapore's health minister Ong Ye Kung smiling at the camera while sitting on a park bench.,02-05-2025,0
Clooney gets Tony nomination for Broadway debut,"George Clooney has said it is a ""thrill"" to have received his first Tony Award nomination, for his debut Broadway performance.",02-05-2025,0
Missing South African police officers found dead in river after six days,Police in South Africa are searching for answers after the bodies of three police officers - who had been missing for six days - were found in a river.,02-05-2025,0
Israel continues to battle raging wildfires,Israel's fire service says more than 150 teams are continuing to battle what are said to be the worst wildfires in the country's history.,02-05-2025,0
'We don't care': A defiant China looks beyond Trump's America,"""We don't care about sales to the United States,"" says Hu Tianqiang as one of his toy fighter jets flies past our heads.",02-05-2025,0
Xbox prices hiked worldwide amid tariff uncertainty,"Microsoft has significantly raised prices for its Xbox console, citing increasing development costs and what it called ""market conditions"".",02-05-2025,0
Co-op cyber attack: Staff told to keep cameras on in meetings,"Staff at the Co-op are being ordered to keep their cameras on during remote work meetings, and verify all attendees, as the company deals with an ongoing cyber attack.",02-05-2025,0
Israeli reservists speak out against Gaza war as pressure on Netanyahu grows,"Israel's war in Gaza grinds on, but opposition is growing.",02-05-2025,0
Lorde: 'Working with Charli XCX kicked me into opening up',Singer Lorde says collaborating with Charli XCX gave her more confidence to explore her vulnerabilities with her new music.,02-05-2025,0
Ros Atkins on... What's in the US-Ukraine resources deal?,"Ukraine and the US have signed a much-anticipated natural resources deal, after months of tense negotiations.",02-05-2025,0
McDonald's sales drop as diners face 'uncertainty',"McDonald's has suffered its biggest drop in US sales since the height of Covid, a fall that it said was driven by people's concerns over the US economy.",02-05-2025,0
US urges India and Pakistan to defuse tensions after Kashmir killings,"The US has urged India and Pakistan to work together to ""de-escalate tensions"" after a deadly militant attack in Indian-administered Kashmir last week killed 26 civilians.",02-05-2025,0
Nuclear v renewables: The coal mining town caught in Australia's climate wars,"In the Hunter Valley, long, brown trains chug through lush pastures, carrying stacks of black rock - the lifeblood of the region, though not for much longer.",02-05-2025,0
Pakistan army chief's Kashmir remarks cause anger in India,"Pakistan's army chief, General Asim Munir, is not known for seeking the spotlight.",02-05-2025,0
Deported gang members get second chance at call centre,When Alberto Salagan was deported from the US in January it was the first time he'd stepped foot in Mexico since he was a baby.,02-05-2025,0
"Rare for alleged poisonous mushroom killer to host lunch, husband says","The estranged husband of a woman who served a poisonous mushroom lunch to her family says it was ""very rare"" for her to hold social gatherings at home.",02-05-2025,0
Deadly clashes in Syria's Druze areas raise fears of widening unrest,"Deadly clashes between Islamist armed factions, security forces and fighters from the Druze religious minority near Damascus are another sign of the continuing fragility of the security situation in Syria after the overthrow of Bashar al-Assad.",02-05-2025,0
"Football-loving Brazilian nun, world's oldest person, dies at 116","The world's oldest person, Brazilian nun Sister Inah Canabarro Lucas, has died at the age of 116.",02-05-2025,0
Watch: If you were Australia PM how would you handle the US and China?,Australians are heading to the polls on 3 May for a federal election.,02-05-2025,0
What we know about US-Ukraine minerals deal,"Washington and Kyiv have signed a long-awaited deal involving Ukraine's natural resources, after months of contentious negotiations.",02-05-2025,0
Harrods latest retailer to be hit by cyber attack,The luxury department store Harrods says it is the latest retailer to have been targeted by a cyber attack.,02-05-2025,0
Billionaire Isaacman takes big step toward leading Nasa,A 42 year-old entrepreneur who was the first non-professional astronaut to walk in space is on his way to becoming the head of Nasa.,02-05-2025,0
US and Ukraine sign long-awaited natural resources deal,"The US has signed a deal with Kyiv to share profits from the future sale of Ukraine's mineral and energy reserves, after months of tense negotiations.",02-05-2025,0
Trump tells business chiefs he needs 'little bit of time' as US economy shrinks,"President Donald Trump has asked for more time on the US economy as it contracted for the first time in three years, stoking recession fears.",02-05-2025,0
US economy shrinks as firms import more ahead of tariffs,The US economy shrank in the first three months of the year as government spending fell and imports surged due to firms racing to get goods into the country ahead of tariffs.,02-05-2025,0
Apple referred for possible criminal contempt investigation,"A US district judge has found Apple wilfully violated her injunction in a case brought by Epic Games - and that a top Apple executive ""outright lied"" under oath.",02-05-2025,0
'They wanted $4m': Lessons for M&S from other cyber attacks,"As Marks & Spencer - and its customers - continue to reel from a major cyber attack, other people who have gone through similar experiences have been sharing what it is like to be targeted by hackers.",02-05-2025,0
Tesla denies contacting headhunters to replace Musk,Tesla has denied reports that it has contacted recruitment firms to launch a search for a replacement for Elon Musk as chief executive.,02-05-2025,0
Meta warns of 'worse' experience for European users,"Meta warned on Wednesday that European users could face a ""materially worse"" experience following a key regulatory decision by the European Commission.",02-05-2025,0
Grandson's AI movies bring old towns back to life,Trying to impress his grandparents has led a young Borders man to become an in-demand movie-maker.,02-05-2025,0
Hackers target the Co-op as police probe M&S cyber attack,The Co-op has shut down parts of its IT systems in response to hackers attempting to gain access to them.,02-05-2025,0
Three things you might not know about the Sun,More on this story.,02-05-2025,0
AI turns old photos of the Borders into 'motion pictures',More on this story.,02-05-2025,0
BBC Proms to return to Bristol Beacon,The classical orchestra concert series BBC Proms is returning to Bristol this summer.,02-05-2025,0
'Playing Celine Dion on stage is a lot of pressure',"When Lauren Drew was offered the role of Celine Dion in Titanique in London's West End, she did not have to think twice.",02-05-2025,0
Green Man Festival silent on Kneecap inclusion,Green Man Festival has remained silent over whether it plans to axe the group Kneecap from this year's line-up.,02-05-2025,0
Woman completes granddaughter's unfinished novel,A woman has completed her granddaughter's unfinished novel after the teenager's sudden death.,02-05-2025,0
Julia Louis-Dreyfus on 'completely authentic' Florence Pugh,Listen to the full episode on BBC Sounds.,02-05-2025,0
Olly Murs says scrutiny of his body is 'madness',"Olly Murs says scrutiny of his physique is ""disappointing"" and ""absolutely madness"" after pictures of his body before and after a fitness regime prompted a flood of reactions online and in the media.",02-05-2025,0
Mod clothing exhibition set to open in Brighton,An exhibition celebrating the clothing of the mod youth culture in the 1960s is set to open in a city which has close connections with the trend.,02-05-2025,0
Film festival celebrates region's textile history,A film festival in the Borders is celebrating the region's textile history this year.,02-05-2025,0
Weekly quiz: Which famous couple spent their wedding anniversary here?,"This week saw Spain and Portugal plunged into darkness by a major power cut, Donald Trump celebrate his first 100 days in power, and Liverpool FC win the Premier League.",02-05-2025,0
"After 20 years, family favourite The Gruffalo set for new adventure","After more than 20 years roaming the deep dark wood, the Gruffalo is coming back in a new book, which author Julia Donaldson says she was spurred to write by a campaign to reverse a decline in children's reading.",02-05-2025,0
Warning over moorland blazes as weather warms up,"A county fire service has issued a warning as it said it was ""especially vulnerable"" to moorland fires amid the dry weather.",02-05-2025,0
"'Worrying' decline of crucial insects in NI, says charity","The decline of insects in Northern Ireland is ""worrying"", a charity has warned.",02-05-2025,0
Mosquitoes in Scotland as far north as Shetland,A Scottish summer is synonymous with the humble yet pesky midge.,02-05-2025,0
Endangered axolotl release raises hopes for rare amphibian,"One of the world's most endangered amphibians - the strange, perpetually smiling Mexican axolotl - has thrived after being released in artificial wetlands, scientists have discovered.",02-05-2025,0
New plan to 'eradicate' mink from Outer Hebrides,"Wildlife experts hope to ""completely eradicate"" a species of invasive mink from the Outer Hebrides after receiving new funding to trap the remaining animals.",02-05-2025,0
Flora MacDonald's dog to become a castle tour guide,A dog that forms part of a statue to Flora MacDonald is the inspiration for a guide to show young visitors around Inverness Castle when it opens as a tourist attraction.,02-05-2025,0
Closure of Mountain Road for spillage clean-up,A section of the Isle of Man TT course connecting the Manx capital with the north has re-opened after being closed to allow for a clean-up operation.,02-05-2025,0
Air traffic control break runway closures ease,Daily runway closures at the Isle of Man Airport are being eased as a result of the ongoing training of new air traffic controllers.,02-05-2025,0
Stone lion sculpture gets facelift to match twin,A lion statue has had a facelift to make it match its twin.,02-05-2025,0
First female CEO for 130-year-old theatre,Wolverhampton's Grand Theatre has appointed a female CEO for the first time in its 130-year history.,02-05-2025,0
Who is Anthony Albanese - Australia's re-elected prime minister?,"When Anthony Albanese announced an election would be held on 3 May, he reiterated a promise he made when he became Australia's prime minister three years ago - a mantra he said would define his government.",04-05-2025,0
Australia PM Albanese makes stunning comeback with landslide win,"Labor's Anthony Albanese has defied the so-called ""incumbency curse"" to be re-elected Australia's prime minister in a landslide.",04-05-2025,0
"Hong Kong police arrest family of pro-democracy activist, reports say","Police in Hong Kong have arrested the father and brother of US-based pro-democracy activist Anna Kwok for allegedly helping with her finances, according to media reports.",04-05-2025,0
Tunisia jails ex-prime minister on terrorism charges,A court in Tunisia has sentenced former Prime Minister Ali Laarayedh to 34 years in prison on a raft of terrorism charges.,04-05-2025,0
Thai prosecutors drop case against US academic accused of insulting royalty,Thai prosecutors have said they will not pursue charges against an American academic who was arrested last month under a strict law against defaming the monarchy.,04-05-2025,0
Chinese and Italian tourists killed in crash near Yellowstone,Chinese and Italian tourists were reportedly among seven killed in a collision between a tour bus and a truck near Yellowstone National Park on Thursday.,04-05-2025,0
Watch: Prince Harry's exclusive interview in full,"The Duke of Sussex has told the BBC he ""would love a reconciliation"" with the Royal Family, but that the King  ""won't speak to me because of this security stuff"".",04-05-2025,0
Five people survive 36 hours in swamp 'surrounded by alligators' after plane crash,"Five people have been rescued after spending 36 hours atop a plane in an alligator-infested swamp in the Amazon after it was forced to make an emergency landing, local authorities said.",04-05-2025,0
Harry's emotional avalanche hits the Royal Family,This BBC interview with Prince Harry will become one of those famous moments when television collides with the world of the royals.,04-05-2025,0
"Seven killed in South Sudan hospital and market bombing, charity says","At least seven people have been killed after a hospital and market were bombed in South Sudan, a medical charity has said, as fears grow of a return to civil war.",04-05-2025,0
Israel says it struck near Syria palace over violence in Druze areas,"Israel says its fighter jets bombed an area next to the presidential palace in Syria's capital Damascus on Friday morning, as Israeli Prime Minister Benjamin Netanyahu vowed to protect the Druze religious minority following days of deadly sectarian violence.",04-05-2025,0
'I saved my ID card and my dog': Israel expands demolitions of West Bank refugee homes,"On the night Israeli forces entered Jenin refugee camp in the occupied West Bank and began ordering its 20,000 Palestinian residents to leave their homes, 66-year-old Jumaa Zawayda said he would refuse.",04-05-2025,0
Nepo babies or superstars in waiting?,"While most 13-year-olds were spending their Monday evening stressing over homework, awkward school crushes and what to post on TikTok, Blue Ivy Carter was performing in front of a crowd of 70,000 people alongside her mother Beyoncé on the opening night of her Cowboy Carter tour.",04-05-2025,0
New post for Togo leader could see him rule for life,"The Togolese leader, Faure Gnassingbé, has been sworn in as ""President of the Council of Ministers"" - a new post which is the highest office in the government's executive branch and has no official term limits.",04-05-2025,0
Gavin Newsom on why Democrats got 'crushed' by Trump,California Governor Gavin Newsom has spoken with Paddy O'Connell for BBC Newsnight.,04-05-2025,0
India and Pakistan are in crisis again - here's how they de-escalated in the past,"Last week's deadly militant attack in Pahalgam in Indian-administered Kashmir, which claimed 26 civilian lives, has reignited a grim sense of déjà vu for India's security forces and diplomats.",04-05-2025,0
Six people arrested after three shot dead in Sweden,Swedish police have arrested six people in connection with a suspected triple murder at a hair salon in the city of Uppsala.,04-05-2025,0
Germany defends AfD extremist classification after Rubio criticises 'tyranny in disguise',"Germany's Foreign Office has defended a decision to classify the Alternative für Deutschland (AfD) party as right-wing extremist, after sharp criticism from the White House.",04-05-2025,0
Veteran ABC election analyst Antony Green hosts final broadcast,"The Australian Broadcasting Corporation's chief elections analyst, Antony Green, has appeared on air for the last poll of his 36-year presenting career.",04-05-2025,0
'We are too scared to go back': Kashmiris in India face violence after deadly attack,"Shabir Ahmad Dar, a resident of Indian-administered Kashmir, has been selling pashmina shawls for more than 20 years.",04-05-2025,0
He wanted to be Australia's PM. But a 'Trump effect' thwarted Peter Dutton,"""It's not our night,"" Australia's opposition leader Peter Dutton told a roomful of supporters in Brisbane after his rival, Anthony Albanese, was re-elected as prime minister.",04-05-2025,0
Tariffs on car parts entering the US come into force,"A 25% import tax on engines, transmissions and other key car parts has come into force in the US, raising pressure on an industry finding its way through a thicket of policy changes.",04-05-2025,0
Talks or no talks: Who blinks first in US-China trade war?,"On Friday morning, a spokesperson for China's ministry of commerce announced that Beijing was assessing the possibility of tariff negotiations with the United States.",04-05-2025,0
British student killed in Texas days before graduation,"A British nursing student studying in the US has been found stabbed to death in an apartment in Houston, Texas, just days before she was due to graduate, say police and her family.",04-05-2025,0
What Prince Harry was like during our exclusive interview,"Dawn in a beautiful, expensively landscaped home in Santa Barbara, California, is a strange time and place to meet a British prince.",04-05-2025,0
This week proves Nigel Farage's PM ambition is not a wild notion,"In the first week of 2025, Nigel Farage told me his ultimate goal was to become prime minister. It stuck in my mind that he chose to add: ""I'm not joking.""",04-05-2025,0
"Serving as PM 'the greatest honour of my life', says Albanese","Australian PM Anthony Albanese has won re-election with his Labor party winning a majority, local networks say.",04-05-2025,0
Three things to know about the Australian election result,"Polls predicted a tight race in Australia's election, but Prime Minister Anthony Albanese has won a second term in a landslide.",04-05-2025,0
"Who is Ali France, Labor's candidate who unseated Peter Dutton?","Labor candidate Ali France has won the seat of Dickson in Australia's 2025 federal election, taking it from opposition leader Peter Dutton.",04-05-2025,0
'Unparalleled' snake antivenom made from man bitten 200 times,"The blood of a US man who deliberately injected himself with snake venom for nearly two decades has led to an ""unparalleled"" antivenom, say scientists.",04-05-2025,0
Brazil social security minister latest to quit in major pension fraud scandal,"Brazil's Social Security Minister, Carlos Lupi, has resigned nine days after police unveiled a major corruption scandal which defrauded pensioners of $1.1bn (£829m).",04-05-2025,0
"Warren Buffett, 94, stepping down as Berkshire Hathaway CEO",Warren Buffett has announced he will retire as chief executive of Berkshire Hathaway at the end of the year.,04-05-2025,0
A look at how Australia voted - in charts,"Australian Prime Minister Anthony Albanese has been re-elected as the country's leader, becoming the first in decades to secure a second term.",04-05-2025,0
Canada's Carney offers strategic invite to King ahead of Trump meeting,"In his first news conference since the federal election, Canadian Prime Minister Mark Carney laid out his priorities, including how he will approach upcoming talks with US President Donald Trump.",04-05-2025,0
How ordinary Poles are preparing for a Russian invasion,"At a military training ground near the city of Wroclaw, ordinary Poles are lining up, waiting to be handed guns and taught how to shoot. ""Once the round is loaded, the weapon is ready to fire,"" barks the instructor, a Polish soldier, his face smeared with camouflage paint.",04-05-2025,0
Trump signs order to block funding to public radio,US President Donald Trump has issued an executive order calling for all federal funding to the Public Broadcasting Service (PBS) and National Public Radio (NPR) to be blocked.,04-05-2025,0
M&S supplier resorts to pen and paper after cyber attack,One of Marks & Spencer's biggest suppliers has resorted to using pen and paper for orders as the disruption from the cyber attack on the retailer continues.,04-05-2025,0
Businesses count costs as India and Bangladesh impose trade restrictions,Businesses are bracing for possible impact after neighbours India and Bangladesh  recently imposed tit-for-tat trade restrictions after months of verbal sparring.,04-05-2025,0
Wall Street stocks bounce back from Trump tariff losses,"Wall Street has clawed back losses incurred after President Donald Trump imposed global tariffs a month ago, capping the longest winning streak in two decades for US stocks.",04-05-2025,0
Apple says most US-bound iPhones no longer made in China,"Apple says it is shifting production of most iPhones and other devices to be sold in the US away from China, which has been the focus of President Donald Trump's tariffs.",04-05-2025,0
"Co-op cyber attack affects customer data, firm admits, after hackers contact BBC",Cyber criminals have told BBC News their hack against Co-op is far more serious than the company previously admitted.,04-05-2025,0
Temu to stop selling goods from China directly to US customers,Temu has said it will stop selling goods imported from China in the US directly to customers from its platform.,04-05-2025,0
M&S working 'day and night' over cyber attack,"The boss of Marks & Spencer has told customers the retailer is ""working day and night"" to manage the cyber attack that has forced it to temporarily shut down its online operations.",04-05-2025,0
US court rules ex-Abercrombie CEO unfit for trial,"The former chief executive of fashion brand Abercrombie & Fitch is ""mentally incompetent"" and currently unfit to stand trial on charges of sex trafficking and prostitution, a US court has ruled.",04-05-2025,0
Meta threatens to cut off Facebook in Nigeria over huge fines,"People in Nigeria may lose access to Facebook and Instagram after parent company Meta said it faced large fines and  ""unrealistic"" regulatory demands from the Nigerian authorities.",04-05-2025,0
US jobs grow by more than expected despite tariff turmoil,"Hiring in the US remained solid last month, despite turmoil stemming from changes to trade policy.",04-05-2025,0
Co-op gives away free pasta sauce and coffee by mistake,A suspected glitch on Thursday evening saw some Co-op product prices reduced by as much as 100% on the delivery app Deliveroo.,04-05-2025,0
How BBC investigation led to Apple removing AI 'nudify' apps,More on this topic.,04-05-2025,0
Grand Theft Auto 6 delayed until May 2026,Grand Theft Auto 6 - one of the most eagerly awaited releases of all time - has been delayed until May 2026.,04-05-2025,0
Why Australia's opposition is vying for votes on Chinese social media,"With days left to the election, Australian opposition candidates have been wooing a crucial group that turned its back on the conservative Liberal-National coalition in the last election: Chinese Australian voters.",04-05-2025,0
Free arts festival draws thousands of spectators,"About 10,000 people were expected to attend a free festival on Saturday that aims to make art more accessible in the Cheshire town of Northwich.",04-05-2025,0
Russell Brand granted bail after court appearance,"Russell Brand has been granted bail and left Westminster Magistrates' Court in London, after facing charges of rape, sexual assault and indecent assault.",04-05-2025,0
Culture leaders 'unwilling' to police which toilets people use,"Leaders across the UK's cultural sector have said they are ""unable and unwilling"" to police which toilets people choose to use after a recent Supreme Court ruling.",04-05-2025,0
Weinstein accuser breaks down under cross-examination in retrial,One of Harvey Weinstein's accusers has broken down in tears and left the courtroom as she testified in the former Hollywood mogul's sex crimes retrial.,04-05-2025,0
Prince Harry tells BBC he wants 'reconciliation' with Royal Family,"The Duke of Sussex has told the BBC he ""would love a reconciliation"" with the Royal Family, in an emotional interview in which he said he was ""devastated"" at losing a legal challenge over his security in the UK.",04-05-2025,0
